poligono_id,fecha,s1_vv_mean_db,s1_vh_mean_db,s1_cross_ratio,delta_vv_mean_db,n_imagenes_vv,n_imagenes_vh,version_script,fecha_calculo
san_isidro,2022-07,-9.091248362575678,-14.58431568900429,5.493067326428612,0.2718202073008005,3,3,0.1.0,2026-04-27T06:24:26
san_isidro,2023-07,-8.329918016687754,-14.205818701832682,5.875900685144927,0.7613303458879237,7,7,0.1.0,2026-04-27T06:24:27
san_isidro,2024-07,-8.646861119683143,-14.178073656932153,5.53121253724901,-0.3169431029953884,7,7,0.1.0,2026-04-27T06:24:28
san_isidro,2025-07,-8.3966354973912,-13.733457403618733,5.336821906227533,0.2502256222919428,8,8,0.1.0,2026-04-27T06:24:29
san_isidro,2026-07,,,,,0,0,0.1.0,2026-04-27T06:24:30
san_jorge,2018-07,-7.108262590663596,-13.997751734699175,6.889489144035579,,8,8,0.1.0,2026-04-27T06:21:24
san_jorge,2019-07,-6.775668339546312,-13.301593233311252,6.525924893764939,0.3325942511172837,2,2,0.1.0,2026-04-27T06:21:25
san_jorge,2020-07,-5.613534498502387,-12.678243685340886,7.064709186838499,1.162133841043925,6,6,0.1.0,2026-04-27T06:21:26
san_jorge,2021-07,-6.73225241305354,-13.484141755262113,6.751889342208574,-1.1187179145511523,7,7,0.1.0,2026-04-27T06:21:27
san_jorge,2022-07,-6.450890083772269,-13.176748431926919,6.72585834815465,0.28136232928127036,3,3,0.1.0,2026-04-27T06:21:28
san_jorge,2023-07,-6.308596864953701,-13.212092734844285,6.903495869890584,0.14229321881856816,7,7,0.1.0,2026-04-27T06:21:29
san_jorge,2024-07,-6.545407819152547,-13.262726881650039,6.717319062497492,-0.23681095419884546,7,7,0.1.0,2026-04-27T06:21:30
san_jorge,2025-07,-6.556645408549122,-13.083416836349544,6.526771427800422,-0.011237589396575487,8,8,0.1.0,2026-04-27T06:21:31
san_jorge,2026-07,,,,,0,0,0.1.0,2026-04-27T06:21:33
san_lucas,2018-07,-6.855432280894156,-15.484642180264563,8.629209899370407,,8,8,0.1.0,2026-04-27T06:23:07
san_lucas,2019-07,-6.4686301267943005,-15.114629168010437,8.645999041216136,0.38680215409985585,2,2,0.1.0,2026-04-27T06:23:08
san_lucas,2020-07,-5.711496513875654,-14.420834321417997,8.709337807542344,0.7571336129186461,6,6,0.1.0,2026-04-27T06:23:08
