poligono_id,anio,mes,lst_mean,uhi_vs_rural,uhi_vs_ciudad,uhi_anomalia,lst_rural_baseline,n_observaciones_historico,std_historico,fuente_lst,confianza_cross_sensor
cit_riberas_del_parana,2024,6,17.1,4.78,1.71,-4.44,12.32,3,3.96,landsat,
dm_villa_urquiza,2024,6,18.88,6.56,3.49,-3.13,12.32,3,3.95,landsat,
dm_santa_rita_suroeste,2024,6,17.83,5.51,2.44,-3.37,12.32,3,4.27,landsat,
puerto_canela,2024,6,14.82,2.5,-0.57,-6.45,12.32,3,3.78,landsat,
villa_dolores,2024,6,18.29,5.97,2.9,-2.7,12.32,3,3.87,landsat,
dm_itaembe_mini_este_suroeste,2024,6,14.44,2.12,-0.95,-6.54,12.32,3,4.19,landsat,
los_patitos,2024,6,16.78,4.46,1.39,-3.41,12.32,3,3.68,landsat,
cit_riberas_del_parana_oeste,2024,6,16.33,4.01,0.94,-4.77,12.32,3,3.99,landsat,
san_martin_sureste,2024,6,12.47,0.15,-2.92,-13.46,12.32,1,0.0,landsat,
horacio_quiroga,2024,6,12.18,-0.14,-3.21,-12.9,12.32,1,0.0,landsat,
la_eugenia,2024,6,11.18,-1.14,-4.21,-11.88,12.32,2,1.5,landsat,
dm_villa_urquiza_sureste,2024,6,18.44,6.12,3.05,-4.28,12.32,3,3.59,landsat,
el_portal,2024,6,11.76,-0.56,-3.63,-13.19,12.32,1,0.0,landsat,
porvenir_2,2024,6,14.68,2.36,-0.71,-5.92,12.32,3,4.13,landsat,
colonia_laosiana,2024,7,16.35,0.56,-1.96,-7.17,15.79,3,1.28,landsat,
23_de_septiembre,2024,7,19.71,3.92,1.4,-5.42,15.79,3,1.94,landsat,
san_marcos,2024,7,17.29,1.5,-1.02,-5.73,15.79,3,1.73,landsat,
las_dolores,2024,7,17.35,1.56,-0.96,-6.89,15.79,3,1.62,landsat,
alta_gracia,2024,7,19.7,3.91,1.39,-3.92,15.79,3,1.76,landsat,
santa_rita,2024,7,18.86,3.07,0.55,-5.29,15.79,3,1.76,landsat,
san_martin,2024,7,18.67,2.88,0.36,-5.6,15.79,3,1.98,landsat,
el_brete,2024,7,19.02,3.23,0.71,-4.95,15.79,3,1.55,landsat,
luis_piedrabuena,2024,7,19.24,3.45,0.93,-4.85,15.79,3,1.48,landsat,
san_lucas,2024,7,17.59,1.8,-0.72,-6.12,15.79,3,1.74,landsat,
monsenor_kemerer,2024,7,18.73,2.94,0.42,-5.67,15.79,3,1.79,landsat,
yacyreta,2024,7,19.15,3.36,0.84,-5.24,15.79,3,2.04,landsat,
a4_nueva_esperanza,2024,7,19.27,3.48,0.96,-6.99,15.79,3,2.03,landsat,
el_laurel,2024,7,17.3,1.51,-1.01,-5.49,15.79,3,1.26,landsat,
cima_del_sol,2024,7,16.47,0.68,-1.84,-7.21,15.79,3,1.74,landsat,
san_isidro,2024,7,17.54,1.75,-0.77,-7.17,15.79,3,1.85,landsat,
nemesio_parma,2024,7,17.62,1.83,-0.69,-5.83,15.79,3,1.45,landsat,
villa_cabello,2024,7,17.43,1.64,-0.88,-6.68,15.79,3,1.69,landsat,
itaembe_mini,2024,7,19.07,3.28,0.76,-5.77,15.79,3,1.57,landsat,
chacra_32,2024,7,20.34,4.55,2.03,-4.3,15.79,3,1.87,landsat,
itaembe_guazu,2024,7,17.28,1.49,-1.03,-6.45,15.79,3,1.44,landsat,
posadas_completa,2024,7,18.0,2.21,-0.31,-6.04,15.79,3,1.61,landsat,
dm_santa_rita,2024,7,18.56,2.77,0.25,-5.97,15.79,3,1.77,landsat,
dm_itaembe_mini_este,2024,7,17.67,1.88,-0.64,-6.06,15.79,3,1.57,landsat,
dm_santa_rita_suroeste,2024,7,19.59,3.8,1.28,-4.67,15.79,3,1.86,landsat,
puerto_canela,2024,7,17.92,2.13,-0.39,-6.19,15.79,3,1.49,landsat,
villa_dolores,2024,7,19.2,3.41,0.89,-5.02,15.79,3,1.74,landsat,
cit_riberas_del_parana_oeste,2024,7,18.52,2.73,0.21,-5.17,15.79,3,1.64,landsat,
dm_villa_urquiza_sureste,2024,7,17.61,1.82,-0.7,-7.36,15.79,3,1.76,landsat,
a_3_2_sector_b,2024,8,23.05,-2.46,-0.93,-1.28,25.52,5,3.08,landsat,
colonia_laosiana,2024,8,26.61,1.09,2.63,3.43,25.52,5,4.71,landsat,
23_de_septiembre,2024,8,23.38,-2.14,-0.6,-0.07,25.52,5,3.64,landsat,
villa_mola,2024,8,23.4,-2.12,-0.58,-0.55,25.52,5,2.94,landsat,
san_marcos,2024,8,21.84,-3.68,-2.14,0.38,25.52,5,3.83,landsat,
las_dolores,2024,8,26.98,1.46,3.0,3.63,25.52,5,3.86,landsat,
el_palomar,2024,8,25.39,-0.12,1.41,2.78,25.52,5,3.73,landsat,
alta_gracia,2024,8,22.7,-2.82,-1.28,0.35,25.52,5,3.76,landsat,
santa_rita,2024,8,22.69,-2.82,-1.29,-0.07,25.52,5,3.78,landsat,
san_martin,2024,8,22.5,-3.02,-1.48,-0.28,25.52,5,3.76,landsat,
villa_sarita,2024,8,21.53,-3.98,-2.45,-0.54,25.52,5,3.66,landsat,
el_brete,2024,8,22.83,-2.69,-1.15,-0.08,25.52,5,3.49,landsat,
luis_piedrabuena,2024,8,22.73,-2.78,-1.25,-0.19,25.52,5,3.85,landsat,
san_lucas,2024,8,24.96,-0.55,0.98,2.43,25.52,5,3.75,landsat,
monsenor_kemerer,2024,8,23.04,-2.48,-0.94,-0.11,25.52,5,3.73,landsat,
rocamora,2024,8,22.69,-2.82,-1.29,-0.04,25.52,5,3.84,landsat,
yacyreta,2024,8,22.67,-2.84,-1.31,-0.22,25.52,5,3.77,landsat,
villa_urquiza,2024,8,22.43,-3.09,-1.55,-0.83,25.52,5,3.38,landsat,
complejo_habitacional_virgen_de_fatima,2024,8,23.33,-2.19,-0.65,-0.37,25.52,5,4.15,landsat,
a4_nueva_esperanza,2024,8,26.08,0.56,2.1,0.65,25.52,5,4.15,landsat,
el_laurel,2024,8,21.39,-4.12,-2.59,0.04,25.52,5,3.14,landsat,
cima_del_sol,2024,8,25.82,0.3,1.84,3.29,25.52,5,3.76,landsat,
san_isidro,2024,8,27.76,2.25,3.78,4.02,25.52,5,4.28,landsat,
lomas_de_garupa,2024,8,26.04,0.52,2.06,3.25,25.52,5,4.4,landsat,
santa_helena,2024,8,23.58,-1.94,-0.4,0.38,25.52,5,4.85,landsat,
fatima,2024,8,21.99,-3.53,-1.99,-0.79,25.52,5,4.22,landsat,
don_santiago,2024,8,25.74,0.22,1.76,3.83,25.52,5,5.06,landsat,
nu_pora,2024,8,24.39,-1.12,0.41,2.12,25.52,5,4.6,landsat,
miguel_lanus,2024,8,22.51,-3.0,-1.47,-0.27,25.52,5,3.63,landsat,
norte,2024,8,25.08,-0.44,1.1,3.95,25.52,5,4.32,landsat,
centro,2024,8,23.14,-2.38,-0.84,0.53,25.52,5,3.66,landsat,
complejo_gervasio_artigas,2024,8,25.48,-0.04,1.5,3.66,25.52,5,4.67,landsat,
federal,2024,8,25.4,-0.12,1.42,2.86,25.52,5,4.78,landsat,
nemesio_parma,2024,8,24.61,-0.91,0.63,2.07,25.52,5,3.14,landsat,
villa_cabello,2024,8,22.56,-2.96,-1.42,-0.3,25.52,5,3.57,landsat,
itaembe_pora,2024,8,26.56,1.04,2.58,3.38,25.52,5,3.91,landsat,
itaembe_mini,2024,8,24.67,-0.84,0.69,0.94,25.52,5,3.64,landsat,
aguas_corrientes,2024,8,22.81,-2.71,-1.17,-0.01,25.52,5,3.85,landsat,
chacra_32,2024,8,23.1,-2.41,-0.88,-0.25,25.52,5,3.74,landsat,
villa_bonita,2024,8,24.22,-1.3,0.24,1.37,25.52,5,4.83,landsat,
itaembe_guazu,2024,8,24.02,-1.5,0.04,1.1,25.52,5,3.74,landsat,
posadas_completa,2024,8,23.79,-1.73,-0.19,0.82,25.52,5,3.61,landsat,
dm_santa_rita,2024,8,23.13,-2.39,-0.85,0.03,25.52,5,3.77,landsat,
dm_itaembe_mini_este,2024,8,25.33,-0.19,1.35,2.66,25.52,5,3.82,landsat,
dm_miguel_lanus,2024,8,22.14,-3.38,-1.84,-0.57,25.52,5,2.88,landsat,
cit_riberas_del_parana,2024,8,22.38,-3.14,-1.6,-0.54,25.52,5,3.63,landsat,
dm_villa_urquiza,2024,8,22.54,-2.98,-1.44,-0.69,25.52,5,3.42,landsat,
dm_santa_rita_suroeste,2024,8,22.19,-3.32,-1.79,-0.64,25.52,5,3.8,landsat,
puerto_canela,2024,8,22.93,-2.59,-1.05,-0.01,25.52,5,3.6,landsat,
villa_dolores,2024,8,22.45,-3.07,-1.53,-0.7,25.52,5,3.8,landsat,
dm_itaembe_mini_este_suroeste,2024,8,26.65,1.13,2.67,3.81,25.52,5,3.8,landsat,
los_patitos,2024,8,26.3,0.79,2.32,3.69,25.52,5,3.8,landsat,
cit_riberas_del_parana_oeste,2024,8,22.02,-3.5,-1.96,-0.4,25.52,5,3.56,landsat,
san_martin_sureste,2024,8,26.31,0.79,2.33,3.63,25.52,5,4.89,landsat,
horacio_quiroga,2024,8,25.31,-0.21,1.33,3.62,25.52,5,4.38,landsat,
la_eugenia,2024,8,25.35,-0.16,1.37,3.47,25.52,5,4.68,landsat,
dm_villa_urquiza_sureste,2024,8,23.04,-2.48,-0.94,-1.27,25.52,5,3.0,landsat,
el_portal,2024,8,25.54,0.02,1.56,3.5,25.52,5,4.96,landsat,
porvenir_2,2024,8,25.53,0.02,1.55,3.03,25.52,5,3.6,landsat,
a_3_2_sector_b,2024,9,29.23,2.2,0.07,-3.06,27.03,6,5.09,landsat,
colonia_laosiana,2024,9,28.92,1.89,-0.24,-1.56,27.03,6,4.58,landsat,
23_de_septiembre,2024,9,31.3,4.27,2.14,-1.36,27.03,6,4.76,landsat,
villa_mola,2024,9,29.27,2.24,0.11,-2.15,27.03,6,4.19,landsat,
san_marcos,2024,9,29.1,2.07,-0.06,-0.99,27.03,6,4.45,landsat,
las_dolores,2024,9,30.29,3.26,1.13,-1.18,27.03,6,4.32,landsat,
el_palomar,2024,9,30.54,3.51,1.38,-1.29,27.03,6,4.82,landsat,
alta_gracia,2024,9,30.46,3.43,1.3,-0.54,27.03,6,4.65,landsat,
santa_rita,2024,9,30.46,3.43,1.3,-0.94,27.03,6,4.71,landsat,
san_martin,2024,9,30.99,3.96,1.83,-0.37,27.03,6,4.81,landsat,
villa_sarita,2024,9,30.02,2.99,0.86,0.33,27.03,6,4.26,landsat,
el_brete,2024,9,29.88,2.85,0.72,0.09,27.03,6,4.05,landsat,
luis_piedrabuena,2024,9,30.14,3.11,0.98,-0.98,27.03,6,4.4,landsat,
san_lucas,2024,9,29.93,2.9,0.77,-0.9,27.03,6,4.43,landsat,
monsenor_kemerer,2024,9,30.75,3.72,1.59,-0.29,27.03,6,4.31,landsat,
rocamora,2024,9,31.09,4.06,1.93,-0.57,27.03,6,4.84,landsat,
yacyreta,2024,9,31.27,4.24,2.11,-0.19,27.03,6,4.65,landsat,
villa_urquiza,2024,9,30.15,3.12,0.99,-1.96,27.03,6,4.58,landsat,
complejo_habitacional_virgen_de_fatima,2024,9,28.06,1.03,-1.1,-5.25,27.03,6,4.18,landsat,
a4_nueva_esperanza,2024,9,32.96,5.93,3.8,-1.08,27.03,6,4.37,landsat,
el_laurel,2024,9,27.22,0.19,-1.94,-0.3,27.03,6,3.75,landsat,
cima_del_sol,2024,9,29.23,2.2,0.07,-1.26,27.03,6,4.35,landsat,
san_isidro,2024,9,31.73,4.7,2.57,-0.35,27.03,6,4.51,landsat,
lomas_de_garupa,2024,9,26.46,-0.57,-2.7,-4.33,27.03,6,3.86,landsat,
santa_helena,2024,9,27.52,0.49,-1.64,-3.82,27.03,6,4.07,landsat,
fatima,2024,9,26.56,-0.47,-2.6,-4.34,27.03,6,3.66,landsat,
don_santiago,2024,9,26.83,-0.2,-2.33,-3.12,27.03,6,4.07,landsat,
nu_pora,2024,9,26.78,-0.25,-2.38,-3.7,27.03,6,3.99,landsat,
miguel_lanus,2024,9,27.96,0.93,-1.2,-3.95,27.03,6,4.35,landsat,
norte,2024,9,25.68,-1.35,-3.48,-2.93,27.03,6,3.67,landsat,
centro,2024,9,30.22,3.19,1.06,-0.36,27.03,6,4.55,landsat,
complejo_gervasio_artigas,2024,9,25.81,-1.22,-3.35,-3.51,27.03,6,3.68,landsat,
federal,2024,9,25.62,-1.41,-3.54,-4.31,27.03,6,3.6,landsat,
nemesio_parma,2024,9,27.73,0.7,-1.43,-1.62,27.03,6,4.04,landsat,
villa_cabello,2024,9,29.92,2.89,0.76,-0.71,27.03,6,4.27,landsat,
itaembe_pora,2024,9,30.58,3.55,1.42,-0.73,27.03,6,4.36,landsat,
itaembe_mini,2024,9,30.68,3.65,1.52,-1.1,27.03,6,4.29,landsat,
aguas_corrientes,2024,9,30.97,3.94,1.81,-0.5,27.03,6,4.66,landsat,
chacra_32,2024,9,31.38,4.35,2.22,-1.06,27.03,6,4.58,landsat,
villa_bonita,2024,9,27.01,-0.02,-2.15,-4.05,27.03,6,3.89,landsat,
itaembe_guazu,2024,9,28.82,1.79,-0.34,-2.31,27.03,6,4.73,landsat,
posadas_completa,2024,9,29.58,2.55,0.42,-1.32,27.03,6,4.32,landsat,
dm_santa_rita,2024,9,30.61,3.58,1.45,-0.82,27.03,6,4.51,landsat,
dm_itaembe_mini_este,2024,9,29.7,2.67,0.54,-0.99,27.03,6,4.38,landsat,
dm_miguel_lanus,2024,9,27.5,0.47,-1.66,-1.98,27.03,6,3.96,landsat,
cit_riberas_del_parana,2024,9,30.21,3.18,1.05,0.03,27.03,6,4.18,landsat,
dm_villa_urquiza,2024,9,30.21,3.18,1.05,-1.63,27.03,6,4.46,landsat,
dm_santa_rita_suroeste,2024,9,30.84,3.81,1.68,-0.74,27.03,6,4.73,landsat,
puerto_canela,2024,9,29.06,2.03,-0.1,-1.29,27.03,6,4.13,landsat,
villa_dolores,2024,9,30.81,3.78,1.65,-0.96,27.03,6,4.45,landsat,
dm_itaembe_mini_este_suroeste,2024,9,29.97,2.94,0.81,-0.71,27.03,6,4.25,landsat,
los_patitos,2024,9,29.12,2.09,-0.04,-1.08,27.03,6,4.18,landsat,
cit_riberas_del_parana_oeste,2024,9,29.73,2.7,0.57,-0.05,27.03,6,4.18,landsat,
san_martin_sureste,2024,9,27.02,-0.01,-2.14,-3.81,27.03,6,4.05,landsat,
horacio_quiroga,2024,9,25.77,-1.26,-3.39,-3.62,27.03,6,3.81,landsat,
la_eugenia,2024,9,25.75,-1.28,-3.41,-3.65,27.03,6,3.7,landsat,
dm_villa_urquiza_sureste,2024,9,29.79,2.76,0.63,-2.46,27.03,6,4.39,landsat,
el_portal,2024,9,26.52,-0.51,-2.64,-3.41,27.03,6,3.95,landsat,
porvenir_2,2024,9,28.68,1.65,-0.48,-1.08,27.03,6,4.14,landsat,
a_3_2_sector_b,2024,10,35.66,3.4,0.89,-1.01,32.26,6,3.06,landsat,
colonia_laosiana,2024,10,31.38,-0.88,-3.39,-1.77,32.26,6,3.43,landsat,
23_de_septiembre,2024,10,37.73,5.47,2.96,-1.01,32.26,6,3.09,landsat,
villa_mola,2024,10,36.06,3.8,1.29,-1.02,32.26,6,3.21,landsat,
san_marcos,2024,10,33.34,1.08,-1.43,-1.17,32.26,6,3.42,landsat,
las_dolores,2024,10,34.52,2.26,-0.25,-0.93,32.26,6,3.42,landsat,
el_palomar,2024,10,37.0,4.74,2.23,-0.99,32.26,6,3.16,landsat,
alta_gracia,2024,10,35.79,3.53,1.02,-0.55,32.26,6,2.85,landsat,
santa_rita,2024,10,35.08,2.82,0.31,-1.91,32.26,6,2.99,landsat,
san_martin,2024,10,36.19,3.93,1.42,-0.77,32.26,6,3.15,landsat,
villa_sarita,2024,10,35.12,2.86,0.35,-1.4,32.26,6,3.24,landsat,
el_brete,2024,10,34.16,1.9,-0.61,-1.79,32.26,6,2.68,landsat,
luis_piedrabuena,2024,10,34.67,2.41,-0.1,-0.54,32.26,6,3.15,landsat,
san_lucas,2024,10,34.41,2.15,-0.36,-0.73,32.26,6,3.29,landsat,
monsenor_kemerer,2024,10,35.56,3.3,0.79,-1.16,32.26,6,2.86,landsat,
rocamora,2024,10,36.81,4.55,2.04,-0.96,32.26,6,3.25,landsat,
yacyreta,2024,10,36.35,4.09,1.58,-0.43,32.26,6,3.12,landsat,
villa_urquiza,2024,10,36.95,4.69,2.18,-1.03,32.26,6,2.94,landsat,
complejo_habitacional_virgen_de_fatima,2024,10,37.45,5.19,2.68,-0.82,32.26,6,3.77,landsat,
a4_nueva_esperanza,2024,10,39.29,7.03,4.52,-0.74,32.26,6,3.17,landsat,
el_laurel,2024,10,30.0,-2.26,-4.77,-2.31,32.26,6,2.46,landsat,
cima_del_sol,2024,10,32.99,0.73,-1.78,-1.64,32.26,6,3.16,landsat,
san_isidro,2024,10,37.37,5.11,2.6,0.08,32.26,6,3.24,landsat,
lomas_de_garupa,2024,10,34.5,2.24,-0.27,-1.02,32.26,6,5.75,landsat,
santa_helena,2024,10,36.47,4.21,1.7,-0.38,32.26,6,4.86,landsat,
fatima,2024,10,34.43,2.17,-0.34,-0.76,32.26,6,5.07,landsat,
don_santiago,2024,10,35.52,3.26,0.75,-0.06,32.26,6,4.72,landsat,
nu_pora,2024,10,35.44,3.18,0.67,0.02,32.26,6,5.52,landsat,
miguel_lanus,2024,10,34.2,1.94,-0.57,-1.72,32.26,6,3.08,landsat,
norte,2024,10,31.78,-0.48,-2.99,-1.3,32.26,6,4.94,landsat,
centro,2024,10,36.31,4.05,1.54,-1.04,32.26,6,3.3,landsat,
complejo_gervasio_artigas,2024,10,32.72,0.46,-2.05,-0.89,32.26,6,5.21,landsat,
federal,2024,10,32.5,0.24,-2.27,-1.43,32.26,6,5.61,landsat,
nemesio_parma,2024,10,30.1,-2.16,-4.67,-2.18,32.26,6,3.1,landsat,
villa_cabello,2024,10,34.35,2.09,-0.42,-1.28,32.26,6,2.84,landsat,
itaembe_pora,2024,10,34.88,2.62,0.11,-1.16,32.26,6,3.27,landsat,
itaembe_mini,2024,10,35.16,2.9,0.39,-0.99,32.26,6,3.35,landsat,
aguas_corrientes,2024,10,36.71,4.45,1.94,-1.09,32.26,6,3.16,landsat,
chacra_32,2024,10,37.57,5.31,2.8,-0.78,32.26,6,2.97,landsat,
villa_bonita,2024,10,35.98,3.72,1.21,-0.67,32.26,6,4.99,landsat,
itaembe_guazu,2024,10,33.4,1.14,-1.37,-1.79,32.26,6,3.67,landsat,
posadas_completa,2024,10,33.97,1.71,-0.8,-1.32,32.26,6,3.19,landsat,
dm_santa_rita,2024,10,35.15,2.89,0.38,-1.31,32.26,6,3.11,landsat,
dm_itaembe_mini_este,2024,10,33.94,1.68,-0.83,-0.68,32.26,6,3.36,landsat,
dm_miguel_lanus,2024,10,32.18,-0.08,-2.59,-1.13,32.26,6,2.89,landsat,
cit_riberas_del_parana,2024,10,34.62,2.36,-0.15,-1.55,32.26,6,2.79,landsat,
dm_villa_urquiza,2024,10,36.58,4.32,1.81,-1.03,32.26,6,2.8,landsat,
dm_santa_rita_suroeste,2024,10,36.49,4.23,1.72,-0.54,32.26,6,3.01,landsat,
puerto_canela,2024,10,32.2,-0.06,-2.57,-1.69,32.26,6,3.33,landsat,
villa_dolores,2024,10,35.97,3.71,1.2,-0.82,32.26,6,3.11,landsat,
dm_itaembe_mini_este_suroeste,2024,10,33.58,1.32,-1.19,-0.76,32.26,6,3.55,landsat,
los_patitos,2024,10,32.18,-0.08,-2.59,-1.26,32.26,6,3.21,landsat,
cit_riberas_del_parana_oeste,2024,10,33.84,1.58,-0.93,-1.41,32.26,6,2.81,landsat,
san_martin_sureste,2024,10,35.57,3.31,0.8,-0.56,32.26,6,5.22,landsat,
horacio_quiroga,2024,10,33.14,0.88,-1.63,-0.88,32.26,6,5.46,landsat,
la_eugenia,2024,10,32.96,0.7,-1.81,-0.69,32.26,6,5.43,landsat,
dm_villa_urquiza_sureste,2024,10,36.58,4.32,1.81,-1.09,32.26,6,3.24,landsat,
el_portal,2024,10,34.67,2.41,-0.1,-0.5,32.26,6,5.1,landsat,
porvenir_2,2024,10,31.73,-0.53,-3.04,-1.28,32.26,6,3.34,landsat,
a_3_2_sector_b,2024,11,38.47,7.05,1.94,-0.71,31.42,5,1.05,landsat,
colonia_laosiana,2024,11,33.83,2.41,-2.7,-0.31,31.42,5,0.82,landsat,
23_de_septiembre,2024,11,39.49,8.07,2.96,-2.16,31.42,5,1.19,landsat,
villa_mola,2024,11,37.26,5.84,0.73,-2.1,31.42,5,1.02,landsat,
san_marcos,2024,11,36.86,5.44,0.33,-0.04,31.42,5,0.99,landsat,
las_dolores,2024,11,37.52,6.1,0.99,-0.07,31.42,5,0.71,landsat,
el_palomar,2024,11,39.12,7.7,2.59,-2.15,31.42,5,1.43,landsat,
alta_gracia,2024,11,38.66,7.24,2.13,-0.56,31.42,5,1.26,landsat,
santa_rita,2024,11,37.14,5.72,0.61,-2.28,31.42,5,0.93,landsat,
san_martin,2024,11,38.47,7.05,1.94,-1.38,31.42,5,1.02,landsat,
villa_sarita,2024,11,38.19,6.77,1.66,-1.25,31.42,5,1.59,landsat,
el_brete,2024,11,36.77,5.36,0.24,-1.11,31.42,5,1.03,landsat,
luis_piedrabuena,2024,11,37.14,5.72,0.61,-0.83,31.42,5,0.94,landsat,
san_lucas,2024,11,38.05,6.63,1.52,0.44,31.42,5,0.65,landsat,
monsenor_kemerer,2024,11,36.69,5.27,0.16,-2.72,31.42,5,1.24,landsat,
rocamora,2024,11,38.98,7.56,2.45,-1.45,31.42,5,0.95,landsat,
yacyreta,2024,11,38.02,6.6,1.49,-1.94,31.42,5,0.95,landsat,
villa_urquiza,2024,11,38.53,7.11,2.0,-2.2,31.42,5,1.22,landsat,
complejo_habitacional_virgen_de_fatima,2024,11,37.62,6.2,1.09,-2.54,31.42,5,1.1,landsat,
a4_nueva_esperanza,2024,11,41.64,10.22,5.11,-1.01,31.42,5,0.7,landsat,
el_laurel,2024,11,31.14,-0.28,-5.39,-2.78,31.42,5,1.06,landsat,
cima_del_sol,2024,11,36.38,4.96,-0.15,-0.09,31.42,5,0.59,landsat,
san_isidro,2024,11,42.29,10.87,5.76,2.26,31.42,5,0.95,landsat,
lomas_de_garupa,2024,11,35.16,3.74,-1.37,-2.36,31.42,5,1.86,landsat,
santa_helena,2024,11,37.14,5.72,0.61,-1.5,31.42,5,1.16,landsat,
fatima,2024,11,34.01,2.59,-2.52,-2.8,31.42,5,1.12,landsat,
don_santiago,2024,11,34.95,3.54,-1.58,-2.74,31.42,5,1.42,landsat,
nu_pora,2024,11,35.68,4.26,-0.85,-1.71,31.42,5,1.29,landsat,
miguel_lanus,2024,11,35.62,4.2,-0.91,-1.92,31.42,5,0.81,landsat,
norte,2024,11,31.6,0.18,-4.93,-2.74,31.42,5,1.44,landsat,
centro,2024,11,39.45,8.04,2.92,-1.15,31.42,5,1.4,landsat,
complejo_gervasio_artigas,2024,11,31.76,0.34,-4.77,-3.51,31.42,5,1.41,landsat,
federal,2024,11,31.35,-0.07,-5.18,-4.65,31.42,5,1.99,landsat,
nemesio_parma,2024,11,29.32,-2.1,-7.21,-3.74,31.42,5,0.78,landsat,
villa_cabello,2024,11,35.17,3.75,-1.36,-3.13,31.42,5,1.24,landsat,
itaembe_pora,2024,11,39.1,7.68,2.57,0.83,31.42,5,0.99,landsat,
itaembe_mini,2024,11,38.11,6.69,1.58,-0.35,31.42,5,1.09,landsat,
aguas_corrientes,2024,11,38.79,7.37,2.26,-1.83,31.42,5,1.18,landsat,
chacra_32,2024,11,40.22,8.8,3.69,-1.05,31.42,5,1.27,landsat,
villa_bonita,2024,11,36.03,4.61,-0.5,-2.06,31.42,5,1.06,landsat,
itaembe_guazu,2024,11,38.4,6.98,1.87,1.57,31.42,5,1.33,landsat,
posadas_completa,2024,11,36.42,5.0,-0.11,-0.97,31.42,5,0.93,landsat,
dm_santa_rita,2024,11,37.06,5.64,0.53,-1.88,31.42,5,0.99,landsat,
dm_itaembe_mini_este,2024,11,37.22,5.8,0.69,0.18,31.42,5,0.76,landsat,
dm_miguel_lanus,2024,11,33.69,2.27,-2.84,-1.32,31.42,5,1.04,landsat,
cit_riberas_del_parana,2024,11,36.8,5.38,0.27,-1.77,31.42,5,1.04,landsat,
dm_villa_urquiza,2024,11,38.68,7.26,2.15,-1.67,31.42,5,1.2,landsat,
dm_santa_rita_suroeste,2024,11,38.92,7.5,2.39,-0.83,31.42,5,1.08,landsat,
puerto_canela,2024,11,34.33,2.91,-2.2,-1.55,31.42,5,0.82,landsat,
villa_dolores,2024,11,39.08,7.66,2.55,-0.31,31.42,5,1.13,landsat,
dm_itaembe_mini_este_suroeste,2024,11,37.66,6.24,1.13,1.19,31.42,5,0.89,landsat,
los_patitos,2024,11,35.81,4.39,-0.72,0.64,31.42,5,0.66,landsat,
cit_riberas_del_parana_oeste,2024,11,34.84,3.43,-1.69,-2.78,31.42,5,1.13,landsat,
san_martin_sureste,2024,11,35.61,4.19,-0.92,-2.62,31.42,5,1.75,landsat,
horacio_quiroga,2024,11,33.6,2.18,-2.93,-2.29,31.42,5,1.67,landsat,
la_eugenia,2024,11,31.31,-0.11,-5.22,-4.45,31.42,5,1.47,landsat,
dm_villa_urquiza_sureste,2024,11,37.59,6.18,1.06,-2.35,31.42,5,1.03,landsat,
el_portal,2024,11,34.55,3.13,-1.98,-2.57,31.42,5,1.63,landsat,
porvenir_2,2024,11,31.83,0.41,-4.7,-3.16,31.42,5,0.93,landsat,
a_3_2_sector_b,2024,12,41.27,4.49,0.88,-2.27,36.78,6,1.68,landsat,
colonia_laosiana,2024,12,35.07,-1.71,-5.32,-3.6,36.78,6,2.18,landsat,
23_de_septiembre,2024,12,43.74,6.96,3.35,-1.97,36.78,6,1.96,landsat,
villa_mola,2024,12,41.6,4.82,1.21,-2.71,36.78,6,1.54,landsat,
san_marcos,2024,12,39.32,2.54,-1.07,-2.08,36.78,6,1.75,landsat,
las_dolores,2024,12,40.09,3.31,-0.3,-2.28,36.78,6,1.66,landsat,
el_palomar,2024,12,43.55,6.77,3.16,-1.55,36.78,6,1.94,landsat,
alta_gracia,2024,12,41.8,5.02,1.41,-1.13,36.78,6,1.72,landsat,
santa_rita,2024,12,40.68,3.9,0.29,-3.25,36.78,6,1.55,landsat,
san_martin,2024,12,42.4,5.62,2.01,-1.6,36.78,6,1.61,landsat,
villa_sarita,2024,12,41.85,5.07,1.46,-1.22,36.78,6,2.04,landsat,
el_brete,2024,12,40.4,3.62,0.01,-1.41,36.78,6,1.64,landsat,
luis_piedrabuena,2024,12,39.06,2.28,-1.33,-3.12,36.78,6,1.55,landsat,
san_lucas,2024,12,40.03,3.25,-0.36,-2.25,36.78,6,1.76,landsat,
monsenor_kemerer,2024,12,40.9,4.12,0.51,-2.65,36.78,6,1.72,landsat,
rocamora,2024,12,42.79,6.01,2.4,-1.7,36.78,6,1.89,landsat,
yacyreta,2024,12,42.08,5.3,1.69,-1.94,36.78,6,1.67,landsat,
villa_urquiza,2024,12,43.34,6.56,2.95,-1.41,36.78,6,1.67,landsat,
complejo_habitacional_virgen_de_fatima,2024,12,43.52,6.74,3.13,-1.0,36.78,6,1.81,landsat,
a4_nueva_esperanza,2024,12,45.64,8.86,5.25,-1.12,36.78,6,2.01,landsat,
el_laurel,2024,12,35.18,-1.6,-5.21,-2.06,36.78,6,1.45,landsat,
cima_del_sol,2024,12,38.35,1.57,-2.04,-2.64,36.78,6,1.59,landsat,
san_isidro,2024,12,42.35,5.57,1.96,-2.28,36.78,6,2.12,landsat,
lomas_de_garupa,2024,12,40.63,3.85,0.24,-1.09,36.78,5,1.81,landsat,
